Id,Name,Description,Address,Latitude,Longitude,Created at,Updated at,Url
76,Jean-Michel Cousteau Resort,"The accommodation at Jean-Michel Cousteau Resort Fiji is the perfect fusion of traditional Fijian architecture and luxurious holiday resort. There are a wide range of villas and bures available to suit all travellers including Garden View Bures, Oceanfront Bures, 2 Bedroom Bures, Point Reef and Honeymoon Bures. The spacious rooms offer stunning views of the resort gardens or crystal waters of the Pacific Ocean and provide all the comforts of home.","Lesiaceva Pt Road, Savusavu, Fiji",,,2020-12-03 16:37:24,2020-12-03 16:37:24,https://www.fijiresort.com/
75,Whitepod Eco-Luxury hotel,"Set at 1,400 m above sea level, Whitepod Eco-Luxury Hotel offers accommodation in a collection of pods anchored on a wooden platform. Each pod comes with a pellet stove and an en-suite bathroom.","Les Giettes, Des Cerniers, 1871 Monthey, Switzerland",,,2020-12-03 16:33:51,2020-12-03 16:33:51,https://www.whitepod.com/
74,Studio Vale ,"For an interior design office based in Berlin engaged on creating commercial and corporate spaces with sustainable materials, products and circular processes. 

Studio Vale is led by João do Vale Gonçalves. In 2018 he founded Studio Vale to design environments with a circular and sustainable approach.

For over 10 years, João has worked with successful  German interior design agencies for local and international projects in the fields of office, retail, exhibition and hospitality with clients such as Erste Bank, Casper, Orderbird, Soundcloud, Deutsche Telekom, Miele, Zalando, Puma, among others. ","Braunschweiger Strasse 41, Berlin ",52.4710665,13.4482279,2020-12-03 16:33:42,2020-12-03 16:33:42,https://www.studiovale.de/projects
73,Kentholz ,"Australian-born Stacey Kent only planned to visit Berlin for a couple of months — but a holiday turned into a new career. He moved from film set design to his own inimitable brand of sustainable furniture, made from recycled pieces of wood ingrained with Berlin history.",Schnellerstr. 1-5 12439 Berlin-Niederschöneweide,52.4630962,13.4999507,2020-12-03 16:21:59,2020-12-03 16:21:59,www.kentholz.build
72,Vincent Vegan ,"As the first to offer the famous patties between their perfectly soft vegan brioche buns, this burger joint has taken it upon themselves to create a new chapter in which our earth and its people are treated more carefully and responsibly. ","Tamara-Danz-Str. 11, Friedrichshain",52.50608630000001,13.44668870270412,2020-12-03 16:16:46,2020-12-03 16:16:46,https://vincent-vegan.com/
71,ECOALF,"Because there is no planet B! Berlin’s ethical fashion crowd rejoiced when the new flagship store of Spanish-born label Ecoalf opened its doors in 2017. Located in the heart of Mitte’s go-to area for trendy clothing labels, Ecoalf proves that wasting the natural resources of our planet to look good is so yesterday. Instead, the certified BCorp is transforming plastic waste, fishing nets and coffee grounds into high-quality upcycled clothing. Frustrated by the overuse and overproduction in the Western world and a strong urge to leave the world better for his son Alfredo (hence why the name), president and founder Javier Goyeneche decided to create the first fashion line that only uses recycled materials. All while achieving the same quality and modern design as the best non-recycled ones and building a new generation of conscious consumers. ","Alte Schönhauser Str. 5/5a, 10119 Berlin",52.5283523,13.4091235,2020-12-03 16:00:48,2020-12-03 16:00:48,https://ecoalf.com/
70,SHIO ,"Did you know that there is 10 to 20% of waste generated in each step of the textile and clothing production? Thank god, there are some passionate designers out there who want to change that. Like Kate Pinkstone, owner of the beautiful SHIO Store. All her designs have a strong focus on upcycling - taking garments that are already there and giving them a new life by improving elements and cuts. We are big fans of Kate’s creations, as they are absolutely timeless, pure and wearable everyday (as opposed to the sometimes very extravagant patterns and shapes of other upcycling brands). To find materials, she strolls over flea markets and always keeps an eye on what’s high quality and will last a long time."," Weichselstraße 59, 12045 Berlin",52.4852782,13.4340485,2020-12-03 15:58:07,2020-12-03 15:58:07,http://www.shiostore.com/
69,Cookies Cream,"At Cookies Cream tradition meets the future. As a Michelin Star restaurant with no recipes and no rules for a vegetarian fine dining restaurant in Berlin, Cookies Cream have created a cuisine of their own which is about using modern techniques of processing, as well as old knowledge of ingredients.

","Behrenstr. 55, 10117 Berlin",52.5156648,13.3869856,2020-12-03 15:56:57,2020-12-03 15:56:57,https://cookiescream.com/
68,Süßstoff,"A bit further South in Schillerkiez (right near Tempelhofer Feld), this colorful little store sells clothes, accessories and artful gifts, which are fairly produced and 100% vegan. It is run by fair fashion designer Jenny - the face behind the beautiful organic label Börd Shört. Süßstoff is her atelier & store, where she also sells other amazing eco fair brands for women and men - some of them come right from the neighborhood, too. Next to clothes, the offer ranges from organic cosmetics, creative laptop cases and fine handmade jewelry to playful accessories, made by Jenny using leftover materials from her Bördshört lines.","Kienitzer Str. 91, 12049 Berlin",52.4759415,13.4263769,2020-12-03 15:56:20,2020-12-03 15:56:20,https://www.facebook.com/suessstoff.neukoelln/photos/a.312318908954992/768792449974300/?type=1&theater
67,WESEN,"Not far away lies Weserstraße - a looong street that forms the beating heart of this area. It is home to SO many vintage stores, independent designers and innovative Berlin fashion labels. Just like WESEN, a beautiful store run by dedicated female fashion-preneur Mareike, producing exclusive ethical fashion under her own label format. With the workshop and atelier in the back, the front is open as a showroom where they sell their own creations, complemented by a selection of like-minded designers, making things like eco-fair boots, underwear and jewelry. All have the same goal: making top notch products that follow the highest ethical standards - and, of course, make you look and feel great. The showroom is an open place to meet and exchange, so swing by and say hi.","Tellstraße 7, 12045 Berlin",52.4867137,13.4326202,2020-12-03 15:54:34,2020-12-03 15:54:34,https://de-de.facebook.com/WESENberlin
66,Corvera Vargas,"Just a stones throw from bustling Maybachufer, this pretty boutique is home to Bolivian-born expat and fashion designer Maria Corvera and her friendly team. She started her Berlin brand in 2013, with the desire to combine timeless, elegant styles with contemporary, straight and pure designs - skilfully mixed with influences from Bolivia, Bali and Mexico. Nearly all garments are designed and sewed here in Berlin - sometimes even right in front of your eyes in the shop’s built-in atelier. And the knitted alpaca pullovers are the result of a partnership with a cooperative from Maria’s home in Bolivia. There are no intermediaries, no profiteering, all the money goes straight to them. Generally, the team works towards raising awareness and appreciation for the clothes we wear, as well as for fair working conditions in the fashion industry worldwide."," Pflügerstr. 70, 12047 Berlin",52.4915961,13.4274011,2020-12-03 15:53:10,2020-12-03 15:53:10,https://corveravargas.com/
65,Secret Garden Sushi,"Just your exceptionally-tasting, regular sushi but vegan. This delicious creation is a fusion of fillings alongside the traditional flavors of ginger, wasabi & seaweed. The highest standard of produce is guaranteed! ","Warschauer Str. 33A, 10243 Berlin",52.5087216,13.4506632,2020-12-03 15:51:43,2020-12-03 15:51:43,https://www.secretgardenberlin.com/
64,Standard - Saubere Sachen,"Katharina and Kathrin are giving all they can to make sustainable, “clean” fashion become a standard (hence why the name). The sell only products made from ecological, natural and fairly sourced materials. Brands and designers are changing regularly and the focus is on pieces that make us look great for more than just one season. Apart from fashion, they also sells a range of ingenious little items to green our lives, such as cosmetics, tea, paper items, liquors, glass ware and more. Again, every piece has its own story - and some make a great guilt-free gift, too. (It’s our no. 1 address for beautiful last-minute birthday shops).","Reuterstraße 53, 12047 Berlin",52.4890283,13.4287559,2020-12-03 15:50:17,2020-12-03 15:50:17,https://standard-saubere-sachen.de/
63,Tomorrow,"While we make a conscious effort to buy organic vegetables and use green electricity, the money we have sitting in the bank might be financing a new coal-fired power station. Although it might sound over the top, that’s the harsh reality. It’s time to turn the tables!","Karolinenstraße 9, 20357 Hamburg",53.5578915,9.9752298,2020-12-03 15:49:42,2020-12-03 15:49:42,https://www.tomorrow.one/en-de/
62, Original Unverpackt ,"Looking at the world with different eyes, eager to find new solutions to unnecessary problems. That’s how Original Unverpackt - Germany’s first package-free supermarket - was born. Did you know that an average German person produces 611 kilos of trash per year? Luckily, Milena Glimbovski had a big vision to change that: Freeing our supermarket shelves from all that useless plastic wrapping, which we then unload into our bins at home. Since opening its doors 2 years ago, the OU store received a huge media response. Thousands of people found their ways into the small shop in Kreuzberg, and only the tomatoes sold in year 1 saved around 25kg of plastic trash. ","Wiener Straße 16, 10999 Berlin",52.4977813,13.4301896,2020-12-03 15:47:53,2020-12-03 15:47:53,https://shop.original-unverpackt.de/
61,Brammibals Donuts,Wanting to bring high-quality donuts to Berlin to show people how good and sweetly delicious vegan food can taste at the same time.,"Maybachufer 8, 12047 Berlin",52.4950249,13.4230147,2020-12-03 15:47:14,2020-12-03 15:47:15,https://www.brammibalsdonuts.com/
60,Folkdays,"Just a stone’s throw from Kreuzberg's Markthalle Neun you’ll find the marvelous showroom of FOLKDAYS. They’re a young fair fashion label from Berlin, which I instantly fell in love with, as each product is handcrafted and tells us a unique story of far-away cultures. Living out their own passion for artisan products, every piece you find in the store is handmade using the finest materials and represents a specific craft, culture and tradition. With their beautiful products, they build a bridge to artisans in hard-to-reach countries and thus support small local producers to make a living through their craft.","Manteuffelstraße 19, 10997 Berlin",52.5032738,13.4296302,2020-12-03 15:39:19,2020-12-03 15:39:19,https://folkdays.com/
59,LOKAL Bistro,Lokal on Linienstraße in Mitte is a small corner restaurant that opened it’s doors in 2012 as one of the first modern bistros focusing on regional produce. It’s a very charming eatery and always a destination for a modern and simple German meal.,Linienstraße 160 - Berlin-Mitte,52.5278753,13.394901,2020-12-03 15:37:35,2020-12-03 15:37:35,http://lokal-berlin.blogspot.com/
58,LOVECO ,"LOVECO Friedrichshain is the first shop and Berlin’s biggest concept-store for eco-fair fashion. The bright, brick-walled interior, an amazing swing hanging in the middle of the shop and a very friendly team just make you wanna stay. Whether it's clothes, jewelry or accessories - everything they sell is truly beautiful, trendy, hip and approachable. Forget the boring, old-fashioned eco-image, this is the happy future! ","Sonntagstraße 29, 10245 Berlin",52.5059058,13.4658406,2020-12-03 15:36:23,2020-12-03 15:36:23,https://loveco-shop.de/
57,LOVECO ,"LOVECO Friedrichshain is the first shop and Berlin’s biggest concept-store for eco-fair fashion. The bright, brick-walled interior, an amazing swing hanging in the middle of the shop and a very friendly team just make you wanna stay. Whether it's clothes, jewelry or accessories - everything they sell is truly beautiful, trendy, hip and approachable. Forget the boring, old-fashioned eco-image, this is the happy future! ","Sonntagstraße 29, 10245 Berlin",52.5059058,13.4658406,2020-12-03 15:36:14,2020-12-03 15:36:14,https://loveco-shop.de/
56,Green Investment Group,"Our mission is to accelerate the green transition.

The transition requires dedication. That’s why we’re home to one of the world’s largest teams of specialist green investors and developers, who pursue this mission every day. ","London, UK",51.5073219,-0.1276474,2020-12-02 09:52:43,2020-12-02 09:52:43,https://www.greeninvestmentgroup.com/
55,bunq ,"bunq was created with you in mind. Rather than building another transparent, socially conscious bank, we took it one step further. We built your money's Swiss army knife. So you get the freedom to spend, save and invest your money whichever way you like.","Potsdamer Platz, Berlin",52.5093935,13.3763506,2020-12-02 09:52:10,2020-12-02 09:52:10,https://www.bunq.com/
54,treecard,"TreeCard™ will be the free payment card that reforests the planet with your everyday spending.

Home
How It Will Work
Our Mission
Log in
JOIN WAITLIST
80% of profits to go straight to reforestation. No greenwashing.",Berlin ,52.5170365,13.3888599,2020-12-02 09:49:27,2020-12-02 09:49:27,https://www.treecard.org/
53,Osklen,"From pointed mules and ankle boots, to sliders, sandals, and sneakers, Osklen, by designer Oskar Metsavaht, repurposes innovative waste materials such pirarucu and salmon skins to create stylish footwear to suit all seasons. Osklen’s overarching concept ASAP (as sustainable as possible, as soon as possible) emphasizes the urgency of adopting sustainable practices and outlooks in fashion.","13, Kalckreuthstr. 10777 Berlin",52.4986092,13.3483133,2020-12-02 09:45:49,2020-12-02 09:45:49,https://www.osklen.com/
52,Boden,"Boden has spent nearly 30 years taking the UK by storm, and now it’s gone worldwide. The company is committed to responsible sourcing, fair trade, and ethical practices across the 16 countries it has factories in, as well as eco-friendly options at every part of the supply chain. While the apparel runs the gamut from men’s chinos to children’s clothing, we’re most excited about the women’s dresses for work, the beach, and everything in between. With flattering silhouettes and whimsical patterns, you’ll find the responsibly made dress of your dreams.","London, UK",51.5073219,-0.1276474,2020-12-02 09:41:49,2020-12-02 09:41:49,https://www.bodenusa.com/
51,Rafa,"RAFA IS A WOMEN'S LUXURY FOOTWEAR COLLECTION DESIGNED AND HAND-CRAFTED BY A GROUP OF 20 ARTISANS IN LOS ANGELES, CALIFORNIA. BORN OUT OF A NEED FOR SMART AND TIMELESS DESIGN THAT TRANSCENDS TRENDS, RAFA IS COMMITTED TO THE USE OF LOCAL CRAFTSMANSHIP COMBINED WITH TOP QUALITY MATERIALS TO CREATE A COLLECTION OF ACCESSIBLE LUXURY FOOTWEAR. ALL OUR PRODUCTS ARE MADE USING ECOLOGICALLY FRIENDLY MATERIALS AND SUSTAINABLE PROCESSES. 

","",,,2020-12-02 09:40:03,2020-12-02 09:40:03,https://www.rafausa.com/
50, Rothy’s,"These recycled-plastic bottle flats set tongues wagging when the Duchess of Sussex Meghan Markle was spotted wearing a pair of Rothy’s on the beach during the Royal Tour in Australia. Co-founders Stephen and Roth set out to close a gap in the market by producing sustainable shoes for women that were also comfortable and stylish. Rothy’s staple flat shoes are made of knitted 100% post-consumer plastic water bottles, with recycled foam insoles from other recycled shoes, carbon-free rubber soles and vegan and non-toxic adhesives.","807 Montgomery St, San Francisco, CA 94133",37.79664065,-122.40379188028876,2020-12-02 09:36:43,2020-12-02 09:36:43,https://rothys.com/
49,ABLE,"ABLE creates sustainable business opportunities for women who have overcome adversity. The social impact brand believes that generational poverty ends when people can provide for themselves and, by empowering women, entire families and communities are uplifted. The brand works with artisans abroad and in the USA. In fact, all of the jewelry pieces are made in-house in Nashville. ABLE is our one-stop shop for affordable social impact jewelry and accessories.","Nashville, TN",36.1622296,-86.7743531,2020-12-02 09:35:08,2020-12-02 09:35:08,https://www.thegoodtrade.com
48,31 Bits,"31 Bits works with artisans in Uganda to create fashionable, high-quality jewelry. The company employs women and cares for its beneficiaries by offering counseling, health care, financial education, and business mentorships. And everything the fair trade jewelry brand does is funded through product sales. That means your purchases directly impact and empower women in Uganda.",Uganda,1.5333554,32.2166578,2020-12-02 09:34:03,2020-12-02 09:34:03,https://31bits.com/
47,Tradlands,"Tradlands was created from a simple idea: to make high-quality essentials for women, inspired by classic menswear. For the woman who drifts towards the men’s section and thinks, ""I wish they made this for me,"" Tradlands creates staples with a relentless emphasis on fit, details, and quality. Its rigorous standards ensure that each shirt you purchase is top-notch quality, and has been sustainably made. Tradlands also produces in small batches with ethical facilities and independent artisans to produce less waste. From the button-downs to the linen tees, Tradlands’ shirts are a staple in any capsule wardrobe.","California, US",36.7014631,-118.7559974,2020-12-02 09:33:33,2020-12-02 09:33:33,https://tradlands.com/
46,Tradlands,"Tradlands was created from a simple idea: to make high-quality essentials for women, inspired by classic menswear. For the woman who drifts towards the men’s section and thinks, ""I wish they made this for me,"" Tradlands creates staples with a relentless emphasis on fit, details, and quality. Its rigorous standards ensure that each shirt you purchase is top-notch quality, and has been sustainably made. Tradlands also produces in small batches with ethical facilities and independent artisans to produce less waste. From the button-downs to the linen tees, Tradlands’ shirts are a staple in any capsule wardrobe.","California, US",36.7014631,-118.7559974,2020-12-02 09:33:24,2020-12-02 09:33:24,https://tradlands.com/
45,Susi Studio,"If you’re heading out on the town, Susi Studio‘s heels are as good as they are glam.  Susi Studio is based in Los Angeles­ and designs ‘vegan footwear for the modern woman’. Its shoes, which range from high heels to flat sandals, are made with materials like hemp and faux leather produced from recycled plastic bottles. Claiming a transparent supply chain, the company works closely with the artisans working in its factories in Portugal and Hong Kong (which is owned and operated entirely by women). Bianca, the Susi Studio founder, visits both factories regularly and the brand evaluates factors like fair wages, reasonable hours, and environment.","",,,2020-12-02 09:33:15,2020-12-02 09:33:15,https://susistudio.com
44,Soko,"Soko works with artisan entrepreneurs around the globe, helping them to build businesses, improve production capacity, and sustainably increase income. The fair trade jewelry brand is pioneering an innovative approach that empowers marginalized artisans. Using Soko’s mobile tools, artisans have access to consumers, orders, and payments, and can expand their businesses and entrepreneurial endeavors. This jewelry collection includes a stunning range of minimal classics and luxury pieces. Inspired by architecture and traditional tribal designs, Soko’s line has a strong yet minimal aesthetic that eludes to the brand's origins.","San Francisco, CA",37.7790262,-122.4199061,2020-12-02 09:32:48,2020-12-02 09:32:48,https://shopsoko.com
43,Able,"ABLE believes that to end generational poverty, you must create economic opportunities for people, especially women, to provide for themselves. The beautiful bags and wardrobe staples like denim are made all over the world by fairly paid women who have overcome extraordinary circumstances. If you don't pick the right size or color the first time, ABLE offers free US shipping until you find the perfect fit on your apparel, denim, or shoes.","Tennessee, USA",35.7730076,-86.2820081,2020-12-02 09:32:18,2020-12-02 09:32:18,https://www.livefashionable.com/
42,Sézane,"Born in Paris, France, Sézane believes in sustainable production that benefits people and the planet. The brand started online as a way to cut out the middleman, focusing on production that’s responsible and as close to zero waste as possible. In 2017, Sézane created a philanthropic initiative, DEMAIN, to help disadvantaged children access education and equal opportunities. We’re eyeing the sheer, delicate blouses and dresses—ones that are built to last and can be worn every season. With leather goods, knitwear, denim, shoes, swimwear, and jewelry, the collection has something for every responsible shopper who values beauty and quality. ","Paris, France",48.8566969,2.3514616,2020-12-02 09:30:58,2020-12-02 09:30:58,https://www.sezane.com/en
41,Pact,"Pact imagines a world without toxic chemicals, sweatshops, or child labor—it's the kind of world we want to live in, too. The brand's basics are made with organic, fair trade cotton, and with neutral colors and affordable prices, Pact is the perfect place to stock up on all your cotton undergarments, including socks, underwear, and leggings. ","Boulder, CO",5.76420625,-73.37509176653637,2020-12-02 09:30:04,2020-12-02 09:30:04,https://wearpact.com/
40,Eileen Fischer,"EILEEN FISHER is an industry leader in ethical and sustainable fashion. The company believes social and environmental injustices are a reason to do business completely differently, and carefully oversees its supply chain to ensure fair working wages. By 2025, the brand’s vision is to reduce its greenhouse gas emissions created during the production and shipping of our garments by 25 percent. We love the company’s dedication to size inclusivity as its options range from XXS through 3X, and includes many petite selections. ","New York, USA",40.7127281,-74.0060152,2020-12-02 09:29:48,2020-12-02 09:29:48,https://www.eileenfisher.com/
39,EOE Eyewear,"On a bright and snowy day in 2010, Emilia and Erik Lindmark had the idea to be the first to launch a sustainable eyewear collection. Today, EOE is the leading sustainable eyewear brand in Scandinavia. All items are made from a thermoplastic derived from wood pulp called cellulose acetate which is completely recyclable and biodegradable. The material has been certified by ISO 14855 and is approved by Organic Waste Systems. Their organic collection frames are handmade in the Italian Alps and named after plants found in the North such as Renfana, Fjällskära or Skogsstjärna.","Stockholm, Sweden",59.3251172,18.0710935,2020-12-02 09:28:56,2020-12-02 09:28:56,https://www.eoe-eyewear.com/en/
38,Athleta,"Athleta’s offerings are endless. Whether you’re in search of tights for yoga or turtlenecks for cold-weather training, the company has got you covered. It also has skorts for tennis and bathing suits for swimming, if those activities are more your speed. Seventy-six percent of Athleta’s materials are made with sustainable fibers, and they boast quick-drying, anti-chafing, and water-resistant qualities. Plus, sizing extends to petite, tall, and 1X to 3X. ","San Francisco, CA",37.7790262,-122.4199061,2020-12-02 09:28:27,2020-12-02 09:28:27,https://athleta.gap.com
37,Pact,"Pact is pretty obsessed with making clothes that make the world a better place. The Certified B Corp goes to great lengths to make sure its entire supply chain, from the growing and harvesting of the organic cotton to the final sewing and all the processes in between, are as clean and responsible as possible. The super-soft tees, dresses, and underwear are 100 percent cotton. The non-GMO cotton is great for you and the farmers growing it.","Colorado, USA",38.7251776,-105.6077167,2020-12-02 09:28:23,2020-12-02 09:28:23,https://wearpact.com/
36, Good Guys Don’t Wear Leather,"While the materials used in vegan footwear (in this case, microfibres) do raise environmental question marks when it comes to sustainability, Good Guys is taking (foot)steps in the right direction – all of its shoes are cruelty-free and sweatshop-free, produced in a small factory in Portugal in a fair-trade environment using traditional, artisanal techniques.  The company also claims to have a fully traceable supply chain and to use raw materials sourced from certified manufacturers in Europe.","13, Kalckreuthstr. 10777 Berlin",52.4986092,13.3483133,2020-12-02 09:27:43,2020-12-02 09:27:43,https://goodguysdontwearleather.com/
35,Summersalt,"Summersalt is taking the world by storm. With earth-friendly apparel for women-on-the-go, affordable price points, and sustainable practices, it’s no wonder this apparel line is worn by celebrities and marketed on subway ads and billboards. Best of all, rather than using outdated industry standards, the brand works with over 10,000 women to ensure the best, most flattering fit.","St. Louis, MO",38.6529545,-90.24111656024635,2020-12-02 09:27:32,2020-12-02 09:27:32,https://www.summersalt.com
33,Ackermann,"Beate Sedlacek and Karl-Henning Hohmann design all kinds of high quality leather bags and accessories in their manufactory Ackermann Taschenmanufaktur in Lüneburg, Germany. Characterised by simple and timeless shapes and styles, their collections are not subject to any trend but emphasise your personality. Super soft and long-lasting, their good leather will develop patina which makes every piece gain in personal value over time. Since 1982 the experienced team ensures environmentally friendly production through world-leading environmental standards. The deerskin comes from Germany and Austria and is tanned “sämisch”, a centuries-old, natural tanning process, dyed by hand with natural colours. New: their olive leather, a cowhide tanned with a purely vegetable tanning agent derived from olive leaves.","Lueneburg, Germany",53.248706,10.407855,2020-12-02 09:26:52,2020-12-02 09:26:52,https://www.ackermann-leder.de/en
32,Boden,"Boden has spent nearly 30 years taking the UK by storm, and now it’s gone worldwide. The company is committed to responsible sourcing, fair trade, and ethical practices across the 16 countries it has factories in, as well as eco-friendly options at every part of the supply chain. While the apparel runs the gamut from men’s chinos to children’s clothing, we’re most excited about the women’s dresses for work, the beach, and everything in between. With flattering silhouettes and whimsical patterns, you’ll find the responsibly made dress of your dreams.","London, UK",51.5073219,-0.1276474,2020-12-02 09:26:35,2020-12-02 09:26:35,https://www.bodenusa.com/
31,Outdoor Voices,"Outdoor Voices' interchangeable layers are perfect for any season or activity. From dog jogs to dodgeball, this athletic wear collection spans gym-life and, well, life-life. Outdoor Voices sources sustainable textiles, including sustainably sourced merino wool and recycled polyester made from water bottles, and the company takes care of its stateside and overseas factory partners, prioritizing fair working conditions and ethical labor practices.","Austin, TX",30.2711286,-97.7436995,2020-12-02 09:26:19,2020-12-02 09:26:19,https://www.outdoorvoices.com/
29,Organic Basics,"Organic Basics only uses natural, renewable, recycled, biodegradable, and low-impact textiles. This means you can expect organic cotton bras, Tencel tank tops (that’s a fiber made from responsibly sourced wood pulp), and yoga shorts made of recycled nylon. Organic Basics also works with certified factory partners that pay living wages. Twice a year, it donates a portion of its profits to grassroots activists and organizations that address environmental crises.","Copenhagen, Denmark",55.6867243,12.5700724,2020-12-02 09:25:19,2020-12-02 09:25:19,https://organicbasics.com
28,Patagonia,"Patagonia is a B Corp committed to the triple bottom line: profit, people, and planet. The brand's mission incorporates building the best products for those who love the great outdoors while also caring for the environment. Whether you're looking for yoga pants, outdoor jackets, running shorts, or activewear for little ones, this California-based brand has got you covered.",United States,39.7837304,-100.4458825,2020-12-02 09:24:37,2020-12-02 09:24:37,https://www.patagonia.com/
